opinion_id,pew_id,statement
948,INEQ5_e_W54,Not enough regulation of major corporations contributes a great deal to economic inequality in this country.
949,INEQ5_f_W54,Some people working harder than others contributes a great deal to economic inequality in this country.
950,INEQ5_g_W54,Our tax system contributes a great deal to economic inequality in this country.
951,INEQ5_h_W54,The different life choices people make contribute a great deal to economic inequality in this country.
952,INEQ5_i_W54,Some people starting out with more opportunities than others contributes a great deal to economic inequality in this country.
953,INEQ5_j_W54,Problems with our educational system contribute a great deal to economic inequality in this country.
954,INEQ5_k_W54,Discrimination against racial and ethnic minorities contributes a great deal to economic inequality in this country.
955,INEQ5_l_W54,The growing number of illegal immigrants working in the U.S. contributes a great deal to economic inequality in this country.
956,INEQ5_m_W54,The growing number of legal immigrants working in the U.S. contributes a great deal to economic inequality in this country.
957,INEQ6_W54,"Thinking about children growing up in this country these days, their family's financial situation impacts their ability to succeed in life a great deal."
958,INEQ7_W54,"In the area where children are growing up these days, their family's financial situation impacts their ability to succeed in life a great deal."
959,INEQ8_a_W54,Increasing the federal minimum wage would do a great deal to reduce economic inequality in the U.S.
960,INEQ8_b_W54,Making college tuition free at both public two-year and four-year colleges would do a great deal to reduce economic inequality in the U.S.
961,INEQ8_c_W54,Increasing taxes on the wealthiest Americans would do a great deal to reduce economic inequality in the U.S.
962,INEQ8_d_W54,Expanding Medicare so that it covers Americans of all ages would do a great deal to reduce economic inequality in the U.S.
963,INEQ8_e_W54,Ensuring that workers have the skills they need for today's jobs would do a great deal to reduce economic inequality in the U.S.
964,INEQ8_f_W54,Making college tuition free at public two-year colleges would do a great deal to reduce economic inequality in the U.S.
965,INEQ8_g_W54,Eliminating college debt would do a great deal to reduce economic inequality in the U.S.
966,INEQ8_h_W54,Reducing illegal immigration would do a great deal to reduce economic inequality in the U.S.
967,INEQ8_i_W54,Expanding government benefits for the poor would do a great deal to reduce economic inequality in the U.S.
968,INEQ8_j_W54,Breaking up large corporations would do a great deal to reduce economic inequality in the U.S.
969,INEQ9_W54,"In order to address economic inequality in this country, it would be better for the government to give direct assistance to people who are poor in the form of cash payments or tax credits."
970,INEQ10_W54,"In order to address economic inequality in this country, the government should raise taxes on the wealthiest Americans."
971,INEQ11_W54,"In order to address economic inequality in this country, the government should raise taxes on people like you."
972,ECON5_b_W54,The country's current economic conditions are helping the wealthy a lot.
973,ECON5_c_W54,The country's current economic conditions are helping the middle class a lot.
974,ECON5_d_W54,The country's current economic conditions are helping the poor a lot.
975,ECON5_e_W54,The country's current economic conditions are helping older adults a lot.
976,ECON5_f_W54,The country's current economic conditions are helping young adults a lot.
977,ECON5_g_W54,The country's current economic conditions are helping people who are white a lot.
978,ECON5_h_W54,The country's current economic conditions are helping people who are black a lot.
979,ECON5_i_W54,The country's current economic conditions are helping Hispanic people a lot.
980,ECON5_j_W54,The country's current economic conditions are helping people without college degrees a lot.
981,ECON5_k_W54,The country's current economic conditions are helping people with college degrees a lot.
982,ECIMPa_W54,Politicians have too much power and influence on today's economy.
983,ECIMPb_W54,Technology companies have too much power and influence on today's economy.
984,ECIMPc_W54,Labor unions have too much power and influence on today's economy.
985,ECIMPd_W54,Banks and other financial institutions have too much power and influence on today's economy.
986,ECIMPe_W54,Small businesses have too much power and influence on today's economy.
987,ECIMPf_W54,Large corporations have too much power and influence on today's economy.
988,ECIMPg_W54,People who are wealthy have too much power and influence on today's economy.
989,ECIMPh_W54,People who are poor have too much power and influence on today's economy.
990,ECIMPi_W54,The middle class has too much power and influence on today's economy.
991,ECIMPj_W54,Health insurance companies have too much power and influence on today's economy.
992,WORKHARD_W53,Most people who want to get ahead can make it if they're willing to work hard.
993,POOREASY_W53,Poor people today have it easy because they can get government benefits without doing anything in return.
994,ECONFAIR_W53,The economic system in this country unfairly favors powerful interests.
995,GAP21Q1_W82,The current economic situation in the US is very good.
996,GAP21Q2_W82,"When children today in the US grow up, they will be better off financially than their parents."
997,GAP21Q3_W82,One should be very satisfied with the way democracy is working in the US.
998,GAP21Q4_f_W82,"One should have a very favorable opinion of NATO, that is, the North Atlantic Treaty Organization."
999,GAP21Q5_a_W82,The government of China respects the personal freedoms of its people.
1000,GAP21Q5_b_W82,The government of the US respects the personal freedoms of its people.
1001,GAP21Q6_W82,Democracy in the US is a good example for other countries to follow.
1002,GAP21Q7_a_W82,The US has done a very good job dealing with the coronavirus outbreak.
1003,GAP21Q7_b_W82,China has done a very good job dealing with the coronavirus outbreak.
1004,GAP21Q7_c_W82,The European Union has done a very good job dealing with the coronavirus outbreak.
1005,GAP21Q7_d_W82,"The World Health Organization, or WHO, has done a very good job dealing with the coronavirus outbreak."
1006,GAP21Q7_e_W82,Germany has done a very good job dealing with the coronavirus outbreak.
1007,GAP21Q8_W82,"As a result of the coronavirus outbreak, one's life has changed a great deal."
1008,GAP21Q9_W82,"Thinking about the US as a whole, this country is now more united than before the coronavirus outbreak."
1009,GAP21Q10_W82,"Considering the restrictions on public activity in the US over the course of the coronavirus outbreak, there should have been more restrictions."
1010,GAP21Q11_W82,America's economy is recovering from the effects of the coronavirus outbreak in ways that show the strengths of its economic system.
1011,GAP21Q12_W82,There is a great deal of confidence in the US healthcare system to handle a future global health emergency that might occur.
1012,GAP21Q13_a_W82,The economic system in the US needs to be completely reformed.
1013,GAP21Q13_b_W82,"Considering the US, the healthcare system needs to be completely reformed."
1014,GAP21Q13_c_W82,The US political system needs to be completely reformed.
1015,GAP21Q14_W82,One can be very confident that America's political system can be changed effectively.
1016,GAP21Q15_a_W82,"When compared to other developed nations in various areas, the US healthcare system is the best."
1017,GAP21Q15_b_W82,"When compared to other developed nations in various areas, the US has the best colleges and universities."
1018,GAP21Q15_c_W82,"When compared to other developed nations in various areas, the US has the best standard of living."
1019,GAP21Q15_d_W82,"When compared to other developed nations in various areas, the US military is the best."
1020,GAP21Q15_e_W82,"When compared to other developed nations in various areas, the US has the best technological achievements."
1021,GAP21Q15_f_W82,"When compared to other developed nations in various areas, the US is the best in entertainment, including movies, music, and television."
1022,GAP21Q17_W82,"In making international policy decisions, the US takes into account the interests of other countries around the world to a great deal."
1023,GAP21Q18_W82,"The US should try to promote human rights in China, even if it harms economic relations with China."
1024,GAP21Q19_a_W82,There is a lot of confidence in US President Joe Biden to do the right thing regarding world affairs.
1025,GAP21Q19_b_W82,One should have a lot of confidence in Chinese President Xi Jinping to do the right thing regarding world affairs.
1026,GAP21Q19_c_W82,One should have a lot of confidence in Russian President Vladimir Putin to do the right thing regarding world affairs.
1027,GAP21Q19_d_W82,One should have a lot of confidence in German Chancellor Angela Merkel to do the right thing regarding world affairs.
1028,GAP21Q19_e_W82,One should have a lot of confidence in French President Emmanuel Macron to do the right thing regarding world affairs.
1029,GAP21Q20_W82,"Overall, having people of many different backgrounds, such as different ethnic groups, religions, and races, makes the US a better place to live."
1030,GAP21Q21_a_W82,"In the US, conflicts between people who support different political parties are very strong."
1031,GAP21Q21_b_W82,"In the US, there are very strong conflicts between people who live in cities and people who live in rural areas."
1032,GAP21Q21_c_W82,"In the US, there are very strong conflicts between people who are religious and people who are not religious."
1033,GAP21Q21_d_W82,"In the US, there are very strong conflicts between people with different ethnic or racial backgrounds."
1034,GAP21Q21_e_W82,"In the US, there are very strong conflicts between people who practice different religions."
1035,GAP21Q22_W82,"When it comes to important issues facing the US, most people agree on the basic facts, even though they may disagree over policies."
1036,GAP21Q23_W82,"In the US, discrimination against people based on their race or ethnicity is a very serious problem."
1037,GAP21Q24_W82,One should be very concerned that global climate change will cause personal harm at some point in their lifetime.
1038,GAP21Q25_W82,One should be willing to make a lot of changes about how they live and work to help reduce the effects of global climate change.
1039,GAP21Q26_a_W82,The US is doing a very good job dealing with global climate change.
1040,GAP21Q26_b_W82,The United Nations are doing a very good job dealing with global climate change.
1041,GAP21Q26_c_W82,China is doing a very good job dealing with global climate change.
1042,GAP21Q26_d_W82,The European Union is doing a very good job dealing with global climate change.
1043,GAP21Q27_W82,"Actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly benefit America's economy."
1044,GAP21Q28_W82,One should be very confident that the actions taken by the international community will significantly reduce the effects of global climate change.
1045,GAP21Q29_W82,The US should be the single world leader in the world.
1046,GAP21Q30_W82,The US should be the most active among the leading nations.
1047,GAP21Q31_W82,It is very important that the US is generally respected by other countries around the world.
1048,GAP21Q32_W82,"Now that Joe Biden is president, other countries view the U.S a lot more positively."
1049,GAP21Q33_a_W82,Preventing the spread of weapons of mass destruction should be given top priority when thinking about long-range foreign policy goals.
1050,GAP21Q33_b_W82,Protecting the jobs of American workers should be given top priority when thinking about long-range foreign policy goals.
1051,GAP21Q33_c_W82,Strengthening the United Nations should be given top priority when thinking about long-range foreign policy goals.
1052,GAP21Q33_d_W82,Reducing US military commitments overseas should be given top priority when thinking about long-range foreign policy goals.
1053,GAP21Q33_e_W82,Limiting the power and influence of Russia should be given top priority when thinking about long-range foreign policy goals.
1054,GAP21Q33_f_W82,Promoting democracy in other nations should be given top priority when thinking about long-range foreign policy goals.
1055,GAP21Q33_g_W82,"When considering long-range foreign policy goals, reducing illegal immigration into the US should be given top priority."
1056,GAP21Q33_h_W82,Limiting the power and influence of China should be given top priority when thinking about long-range foreign policy goals.
1057,GAP21Q33_i_W82,Maintaining the US military advantage over all other countries should be given top priority when thinking about long-range foreign policy goals.
1058,GAP21Q33_j_W82,Dealing with global climate change should be given top priority when thinking about long-range foreign policy goals.
1059,GAP21Q33_k_W82,Reducing our trade deficit with foreign countries should be given top priority when thinking about long-range foreign policy goals.
1060,GAP21Q33_l_W82,Promoting and defending human rights in other countries should be given top priority when thinking about long-range foreign policy goals.
1061,GAP21Q33_m_W82,"When thinking about long-range foreign policy goals, reducing the spread of infectious diseases should be given top priority."
1062,GAP21Q33_n_W82,Limiting the power and influence of Iran should be given top priority when thinking about long-range foreign policy goals.
1063,GAP21Q33_o_W82,Improving relationships with our allies should be given top priority when thinking about long-range foreign policy goals.
1064,GAP21Q33_p_W82,Taking measures to protect the U.S. from terrorist attacks should be given top priority when thinking about long-range foreign policy goals.
1065,GAP21Q33_q_W82,"Thinking about long-range foreign policy goals, getting other countries to assume more of the costs of maintaining world order should be given top priority."
1066,GAP21Q33_r_W82,Aiding refugees fleeing violence around the world should be given top priority when thinking about long-range foreign policy goals.
1067,GAP21Q33_s_W82,Reducing legal immigrations into the US should be given top priority when thinking about long-range foreign policy goals.
1068,GAP21Q33_t_W82,Limiting the power and influence of North Korea should be given top priority when thinking about long-range foreign policy goals.
1069,GAP21Q34_a_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can make good decisions about international trade."
1070,GAP21Q34_b_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can deal effectively with the threat of terrorism."
1071,GAP21Q34_c_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can make good decisions about the use of military force."
1072,GAP21Q34_d_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can deal effectively with global climate change."
1073,GAP21Q34_e_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can improve relationships with our allies."
1074,GAP21Q34_f_W82,"When thinking about Joe Biden's ability to handle a number of things, one should be very confident that Joe Biden can deal effectively with China."
1075,GAP21Q35_W82,Many of the problems facing our country can be solved by working with other countries.
1076,GAP21Q36_W82,"In foreign policy, the US should take into account the interests of its allies even if it means making compromises."
1077,GAP21Q37_W82,The best course for the future of our country is to be active in world affairs.
1078,GAP21Q38_a_W82,"The US benefits a great deal from being a member of the North Atlantic Treaty Organization, or NATO."
1079,GAP21Q38_b_W82,The US benefits a great deal from being a member of the United Nations organizations.
1080,GAP21Q38_c_W82,"The US benefits a great deal from being a member of the World Health Organization, or WHO organizations."
1081,GAP21Q40_W82,"On balance, China is thought of as a partner of the US."
1082,GAP21Q41_W82,"Overall, the current economic relations between the US and China are very good."
1083,GAP21Q42_W82,Building a strong relationship with China on economic issues is more important when thinking about our economic and trade policy toward China.
1084,GAP21Q43_a_W82,The loss of US jobs to China is a very serious problem for the US.
1085,GAP21Q43_b_W82,The US trade deficit with China is a very serious problem for the US.
1086,GAP21Q43_c_W82,China's policies on human rights pose a very serious problem for the US.
1087,GAP21Q43_d_W82,Tensions between China and Taiwan would be a very serious problem for the US.
1088,GAP21Q43_e_W82,Cyberattacks from China pose a very serious problem for the US.
1089,GAP21Q43_f_W82,China's growing military power is a very serious problem for the US.
1090,GAP21Q43_g_W82,China's growing technological power is a very serious problem for the US.
1091,GAP21Q43_h_W82,Tensions between Mainland China and Hong Kong present a very serious problem for the US.
1092,GAP21Q46_W82,It's good for US colleges and universities to accept international students.
1093,GAP21Q47_W82,"When it comes to whether or not to limit Chinese students studying in the US, one should strongly support limiting Chinese students."
1094,POL1JB_W92,The way Joe Biden is handling his job as president is approved.
1095,LIFEFIFTY_W92,"In general, life in America today is better than it was 50 years ago."
1096,BIGHOUSES_W92,"Living in a community where the houses are larger and farther apart, but schools, stores, and restaurants are several miles away is preferable."
1097,INSTN_CHR_W92,Churches and religious organizations are having a positive effect on the way things are going in the country these days.
1098,INSTN_CLGS_W92,Colleges and universities are having a positive effect on the way things are going in the country these days.
1099,INSTN_LGECRP_W92,Large corporations are having a positive effect on the way things are going in the country these days.
1100,INSTN_MSCENT_W92,The entertainment industry is having a positive effect on the way things are going in the country these days.
1101,INSTN_LBRUN_W92,Labor unions are having a positive effect on the way things are going in the country these days.
1102,INSTN_K12_W92,K-12 public schools are having a positive effect on the way things are going in the country these days.
1103,INSTN_BNKS_W92,Banks and other financial institutions are having a positive effect on the way things are going in the country these days.
1104,INSTN_TECHCMP_W92,Technology companies are having a positive effect on the way things are going in the country these days.
1105,DIFFPARTY_W92,"Thinking about the Democratic and Republican parties, there is a great deal of difference in what they stand for."
1106,GOVSIZE1_W92,"If one had to choose, they would rather have a smaller government providing fewer services."
1107,GOVSIZE2_W92,"When advocating for a smaller government providing fewer services, it would be better to eliminate most current government services."
1108,GOVSIZE3_W92,"When advocating for a bigger government providing more services, it would be better to modestly expand on current government services."
1109,USEXCEPT_W92,The U.S. stands above all other countries in the world.
1110,WOMENOBS_W92,The obstacles that once made it harder for women than men to get ahead are now largely gone.
1111,ECONFAIR_W92,The economic system in this country unfairly favors powerful interests.
1112,OPENIDEN_W92,America's openness to people from all over the world is essential to who we are as a nation.
1113,VTRGHTPRIV1_W92,Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way.
1114,ALLIES_W92,"In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises."
1115,PEACESTR_W92,The best way to ensure peace is through military strength.
1116,GOVWASTE_W92,The government is almost always wasteful and inefficient.
1117,COMPROMISEVAL_W92,Compromise in politics is really just selling out on what you believe in.
1118,POORASSIST_W92,"When thinking about the assistance the government provides to people in need, it is believed that the government should provide more assistance."
1119,PAR2CHILD_W92,Children with two parents are better off when a parent stays home to focus on the family.
1120,PAR2CHILDa_W92,"If one parent is able to stay home to focus on the family, it is generally better if that parent is the mother."
1121,POLICY3MOD_W92,"In general, experts who study a subject for many years are usually better at making good policy decisions about that subject than other people."
1122,WHADVANT_W92,"In general, White people benefit a great deal from advantages in society that Black people do not have."
1123,SUPERPWR_W92,"In the future, U.S. policies should strive to keep America as the only military superpower."
1124,IL_IMM_PRI_W92,The priority for dealing with illegal immigration in the U.S. should be better border security and stronger enforcement of our immigration laws.
1125,BILLION_W92,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is a good thing for the country.
1126,GLBLZE_W92,"All in all, the U.S. has gained more than it has lost from increased trade."
1127,FP_AUTH_W92,"In foreign policy, the U.S. should work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries that do not share our democratic values."
1128,GOVTHC_W92,It is the responsibility of the federal government to make sure all Americans have health care coverage.
1129,SNGLPYER_W92,Health insurance should be provided through a single national health insurance system run by the government.
1130,NOGOVTHC_W92,The government should not be involved in providing health insurance at all.
1131,FREECOLL_W92,Making tuition at public colleges and universities free for all American students is strongly favored.
1132,CRIM_SENT2_W92,"Overall, people who are convicted of crimes in this country serve too much time in prison."
1133,USMILSIZ_W92,The size of America's military should be reduced a great deal.
1134,PROG_RRETRO_W92,The country has made a lot of progress over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds.
1135,PROG_RNEED_W92,A lot more needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds.
1136,PROG_RNEED2b_W92,"To ensure equal rights for all Americans regardless of their racial or ethnic backgrounds, most U.S. laws and major institutions need to be completely rebuilt because they are fundamentally biased."
1137,ELITEUNDMOD_W92,"In general, people in influential and powerful positions throughout our society understand the challenges that individuals face in their daily lives very well."
1138,POLINTOL2_a_W92,"In general, Republicans in this country are very comfortable to freely and openly express their political views."
1139,POLINTOL2_b_W92,"In general, Democrats in this country are very comfortable to freely and openly express their political views."
1140,CANQUALPOL_W92,"In general, the quality of the candidates running for political office in the last several years has been very good."
1141,SOCIETY_TRANS_W92,Greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is very good for our society.
1142,SOCIETY_RHIST_W92,Increased public attention to the history of slavery and racism in America is very good for our society.
1143,SOCIETY_JBCLL_W92,Good-paying jobs requiring a college degree more often than they used to is very good for our society.
1144,SOCIETY_RELG_W92,A decline in the share of Americans belonging to an organized religion is very good for our society.
1145,SOCIETY_WHT_W92,White people declining as a share of the U.S. population is very good for society.
1146,SOCIETY_GUNS_W92,An increase in the number of guns in the U.S. is very good for society.
1147,SOCIETY_SSM_W92,Same-sex marriages being legal in the U.S. is very good for our society.
1148,PROBOFF_a_W92,People being too easily offended by things others say is a major problem in the country today.
1149,PROBOFF_b_W92,People saying things that are very offensive to others are a major problem in the country today.
1150,BUSPROFIT_W92,Business corporations make too much profit.
1151,CNTRYFAIR_W92,Other countries generally treat the United States about as fairly as the United States treats them.
1152,GOVPROTCT_W92,It's not the government's job to protect people from themselves.
1153,MARRFAM_W92,Society is better off when people make marriage and having children a priority.
1154,GOVAID_W92,"Government aid to the poor does more harm than good, by making people too dependent on government assistance."
1155,RELIG_GOV_W92,Religion should be kept separate from government policies.
1156,GOODEVIL_W92,Most things in society can be pretty clearly divided into good and evil.
1157,RACESURV52MOD_W92,Hearing people regularly speak a language other than English in public places in one's community would be bothersome.
1158,ELECT_IMPT3_PRVFR_W92,"Thinking about elections in the country, it is very important that people who are not legally qualified to vote are prevented from casting a ballot."
1159,ELECT_IMPT3_PRVSUP_W92,"Thinking about elections in the country, it is very important that people who are legally qualified and want to vote are able to cast a ballot."
1160,ELECT_CONF3_PRVFR_W92,"When considering elections in the country, one can be very confident that people who are not legally qualified to vote are prevented from casting a ballot."
1161,ELECT_CONF3_PRVSUP_W92,"When considering elections in the country, one can be very confident that people who are legally qualified and want to vote are able to cast a ballot."
1162,CANDEXP_W92,It is very important that candidates running for high levels of political office have prior government experience.
1163,LEGALIMMIGAMT_W92,The number of legal immigrants the U.S. admits should increase a lot.
1164,UNIMMIGCOMM_W92,"When it comes to people who have immigrated to the U.S illegally, they generally make the communities they live in a lot better."
1165,GODMORALIMP_W92,"Regardless of one's own religious beliefs, it is essential for a person to believe in God in order to be considered good and moral."
1166,VTRS_VALS_W92,"Even if two people may feel differently about politics, they probably share many other values and goals."
